EXPLAIN
TAG	PWR800_CV
TITLE	LABEL	Test_Gamry_CV	Test &Identifier
DATE	LABEL	10/21/2025	Date
TIME	LABEL	12:54:10	Time
NOTES	NOTES	1	&Notes...
	
PSTAT	PSTAT	REF600	Potentiostat
WORKING	SELECTOR	0	&Working Connection
VINIT	POTEN	0.00000E+000	T	Initial &E (V)
VLIMIT1	POTEN	3.00000E+000	F	Scan Limit &1 (V)
VLIMIT2	POTEN	0.00000E+000	F	Scan Limit &2 (V)
VFINAL	POTEN	0.00000E+000	T	Final &E (V)
SCANRATE	QUANT	4.99999E+000	&Scan Rate (mV/s)
STEPSIZE	QUANT	1.00000E+000	St&ep Size (mV)
CYCLES	IQUANT	1	C&ycles (#)
IMODE	SELECTOR	1	I/E Range &Mode
IRANGE	QUANT	3.00000E+002	&Max Current (mA)
IRCOMP	TOGGLE	F	IR Measure
SEQUENCER	TOGGLE	TRUE	Run as Sequence
DELAY	TWOPARAM	T	1.00000E+001	0.00000E+000	Init. De&lay	Time(s)	Stab.(mV/s)
OCVCURVE	TABLE	39
	Pt	T	Vf	Vm	Ach	Over
	#	s	V vs. Ref.	V	V	bits
	0	0.258333	1.92480E-002	1.92480E-002	-2.00276E-004	...........
	1	0.516667	1.92484E-002	1.92697E-002	-2.05676E-004	...........
	2	0.775	1.92510E-002	1.92919E-002	-2.01643E-004	...........
	3	1.03333	1.92584E-002	1.93127E-002	-2.06776E-004	...........
	4	1.29167	1.92717E-002	1.93322E-002	-2.07743E-004	...........
	5	1.55	1.92897E-002	1.93545E-002	-1.97076E-004	...........
	6	1.80833	1.93100E-002	1.93771E-002	-2.03843E-004	...........
	7	2.06667	1.93313E-002	1.93984E-002	-2.12743E-004	...........
	8	2.325	1.93530E-002	1.94217E-002	-2.04010E-004	...........
	9	2.58333	1.93751E-002	1.94460E-002	-2.09910E-004	...........
	10	2.84167	1.93975E-002	1.94651E-002	-2.03643E-004	...........
	11	3.1	1.94199E-002	1.94824E-002	-2.05376E-004	...........
	12	3.35833	1.94416E-002	1.95010E-002	-2.04376E-004	...........
	13	3.61667	1.94621E-002	1.95251E-002	-2.07510E-004	...........
	14	3.875	1.94819E-002	1.95442E-002	-2.05443E-004	...........
	15	4.13333	1.95019E-002	1.95668E-002	-2.04010E-004	...........
	16	4.39167	1.95224E-002	1.95865E-002	-2.05976E-004	...........
	17	4.65	1.95433E-002	1.96114E-002	-2.02343E-004	...........
	18	4.90833	1.95647E-002	1.96323E-002	-2.04710E-004	...........
	19	5.16667	1.95864E-002	1.96510E-002	-2.14376E-004	...........
	20	5.425	1.96080E-002	1.96680E-002	-2.32776E-004	...........
	21	5.68333	1.96289E-002	1.96916E-002	-2.02743E-004	...........
	22	5.94167	1.96491E-002	1.97124E-002	-2.03010E-004	...........
	23	6.2	1.96691E-002	1.97289E-002	-2.08576E-004	...........
	24	6.45833	1.96891E-002	1.97481E-002	-2.11310E-004	...........
	25	6.71667	1.97088E-002	1.97662E-002	-2.06576E-004	...........
	26	6.975	1.97280E-002	1.97899E-002	-2.01176E-004	...........
	27	7.23333	1.97471E-002	1.98086E-002	-2.03810E-004	...........
	28	7.49167	1.97670E-002	1.98399E-002	-2.03210E-004	...........
	29	7.75	1.97881E-002	1.98560E-002	-2.05476E-004	...........
	30	8.00833	1.98104E-002	1.98754E-002	-2.08810E-004	...........
	31	8.26667	1.98327E-002	1.98979E-002	-2.06243E-004	...........
	32	8.525	1.98542E-002	1.99127E-002	-2.09243E-004	...........
	33	8.78333	1.98747E-002	1.99385E-002	-2.16843E-004	...........
	34	9.04167	1.98946E-002	1.99583E-002	-2.12009E-004	...........
	35	9.3	1.99149E-002	1.99845E-002	-2.01943E-004	...........
	36	9.5583	1.99360E-002	1.99944E-002	-2.05943E-004	...........
	37	9.8167	1.99572E-002	2.00232E-002	-2.09443E-004	...........
	38	10.075	1.99778E-002	2.00334E-002	-2.03476E-004	...........
EOC	QUANT	0.0199778	Open Circuit (V)
PSTATMODEL	IQUANT	4	Pstat Model
PSTATSECTION	LABEL	REF600-07084	Pstat Section
PSTATSERIALNO	LABEL	07084	Pstat Serial Number
CTRLMODE	IQUANT	1	Control Mode
IESTAB	IQUANT	2	I/E Stability
CASPEED	IQUANT	2	Control Amp Speed
CONVENTION	IQUANT	1	Current Convention
ICHRANGE	IQUANT	2	Ich Range
ICHRANGEMODE	TOGGLE	F	Ich Auto Range
ICHOFFSETENABLE	TOGGLE	F	Ich Offset Enable
ICHOFFSET	QUANT	0	Ich Offset (V)
ICHFILTER	IQUANT	3	Ich Filter
VCHRANGE	IQUANT	2	Vch Range
VCHRANGEMODE	TOGGLE	F	Vch Auto Range
VCHOFFSETENABLE	TOGGLE	F	Vch Offset Enable
VCHOFFSET	QUANT	0	Vch Offset (V)
VCHFILTER	IQUANT	3	Vch Filter
ACHRANGE	IQUANT	2	Ach Range
ACHOFFSETENABLE	TOGGLE	F	Ach Offset Enable
ACHOFFSET	QUANT	0	Ach Offset (V)
ACHFILTER	IQUANT	1	Ach Filter
IERANGELOWERLIMIT	IQUANT	1	I/E Range Lower Limit
IERANGEMODE	TOGGLE	F	I/E AutoRange
IERANGE	IQUANT	11	I/E Range
POSFEEDENABLE	TOGGLE	F	Positive Feedback IR Comp
POSFEEDRESISTANCE	QUANT	0	Positive Feedback Resistance (ohm)
ACHSELECT	IQUANT	0	Ach Select
CABLEID	IQUANT	12	Cable ID
DCCALDATE	LABEL	12/4/2020	DC Calibration Date
ACCALDATE	LABEL	12/4/2020	AC Calibration Date
THERMOSELECT	IQUANT	1	Thermo Select
FRAMEWORKVERSION	QUANT	6.32	Framework Version
INSTRUMENTVERSION	LABEL	3.50	Instrument Version
CURVE1	TABLE
	Pt	T	Vf	Im	Vu	Sig	Ach	IERange	Over
	805	161.2	8.25193E-001	1.19035E-001	0.00000E+000	8.25000E-001	-2.97711E-004	11	...........
	806	161.4	8.26189E-001	1.19090E-001	0.00000E+000	8.26000E-001	-3.14929E-004	11	...........
	807	161.6	8.27197E-001	1.19188E-001	0.00000E+000	8.27000E-001	-3.11279E-004	11	...........
	808	161.8	8.28188E-001	1.19124E-001	0.00000E+000	8.28000E-001	-3.08512E-004	11	...........
	809	162	8.29185E-001	1.19280E-001	0.00000E+000	8.29000E-001	-3.01295E-004	11	...........
	810	162.2	8.30190E-001	1.19409E-001	0.00000E+000	8.30000E-001	-3.18921E-004	11	...........
	811	162.4	8.31187E-001	1.19447E-001	0.00000E+000	8.31000E-001	-3.35914E-004	11	...........
	812	162.6	8.32190E-001	1.19359E-001	0.00000E+000	8.32000E-001	-3.06895E-004	11	...........
	813	162.8	8.33189E-001	1.19404E-001	0.00000E+000	8.33000E-001	-2.94461E-004	11	...........
	814	163	8.34141E-001	1.19445E-001	0.00000E+000	8.34000E-001	-3.00520E-004	11	...........
	815	163.2	8.35180E-001	1.19558E-001	0.00000E+000	8.35000E-001	-3.12654E-004	11	...........
	816	163.4	8.36163E-001	1.19555E-001	0.00000E+000	8.36000E-001	-3.04195E-004	11	...........
	817	163.6	8.37167E-001	1.19684E-001	0.00000E+000	8.37000E-001	-2.95578E-004	11	...........
	818	163.8	8.38171E-001	1.19680E-001	0.00000E+000	8.38000E-001	-3.08379E-004	11	...........
	819	164	8.39167E-001	1.19740E-001	0.00000E+000	8.39000E-001	-3.12546E-004	11	...........
	820	164.2	8.40166E-001	1.19688E-001	0.00000E+000	8.40000E-001	-3.06612E-004	11	...........
	821	164.4	8.41164E-001	1.19847E-001	0.00000E+000	8.41000E-001	-2.94978E-004	11	...........
	822	164.6	8.42139E-001	1.19883E-001	0.00000E+000	8.42000E-001	-3.02587E-004	11	...........
	823	164.8	8.43162E-001	1.19912E-001	0.00000E+000	8.43000E-001	-3.15471E-004	11	...........
	824	165	8.44146E-001	1.19816E-001	0.00000E+000	8.44000E-001	-3.05970E-004	11	...........
	825	165.2	8.45167E-001	1.19922E-001	0.00000E+000	8.45000E-001	-2.95003E-004	11	...........
	826	165.4	8.46183E-001	1.19979E-001	0.00000E+000	8.46000E-001	-3.08870E-004	11	...........
	827	165.6	8.47167E-001	1.19992E-001	0.00000E+000	8.47000E-001	-3.12171E-004	11	...........
	828	165.8	8.48165E-001	1.19922E-001	0.00000E+000	8.48000E-001	-3.05795E-004	11	...........
	829	166	8.49164E-001	1.20012E-001	0.00000E+000	8.49000E-001	-2.93361E-004	11	...........
	830	166.2	8.50153E-001	1.20099E-001	0.00000E+000	8.50000E-001	-3.05112E-004	11	...........
	831	166.4	8.51165E-001	1.20038E-001	0.00000E+000	8.51000E-001	-3.13146E-004	11	...........
	832	166.6	8.52160E-001	1.20075E-001	0.00000E+000	8.52000E-001	-3.02295E-004	11	...........
	833	166.8	8.53157E-001	1.20154E-001	0.00000E+000	8.53000E-001	-2.92644E-004	11	...........
	834	167	8.54155E-001	1.20241E-001	0.00000E+000	8.54000E-001	-3.04337E-004	11	...........
	835	167.2	8.55152E-001	1.20309E-001	0.00000E+000	8.55000E-001	-3.15996E-004	11	...........
	836	167.4	8.56152E-001	1.20294E-001	0.00000E+000	8.56000E-001	-3.03845E-004	11	...........
	837	167.6	8.57144E-001	1.20318E-001	0.00000E+000	8.57000E-001	-3.01128E-004	11	...........
	838	167.8	8.58108E-001	1.20348E-001	0.00000E+000	8.58000E-001	-3.20938E-004	11	...........
	839	168	8.59156E-001	1.20372E-001	0.00000E+000	8.59000E-001	-3.20430E-004	11	...........
	840	168.2	8.60135E-001	1.20367E-001	0.00000E+000	8.60000E-001	-3.14212E-004	11	...........
	841	168.4	8.61149E-001	1.20524E-001	0.00000E+000	8.61000E-001	-2.96995E-004	11	...........
	842	168.6	8.62135E-001	1.20541E-001	0.00000E+000	8.62000E-001	-3.06704E-004	11	...........
	843	168.8	8.63131E-001	1.20634E-001	0.00000E+000	8.63000E-001	-3.17271E-004	11	...........
	844	169	8.64125E-001	1.20559E-001	0.00000E+000	8.64000E-001	-3.07979E-004	11	...........
	845	169.2	8.65126E-001	1.20632E-001	0.00000E+000	8.65000E-001	-2.98228E-004	11	...........
	846	169.4	8.66095E-001	1.20698E-001	0.00000E+000	8.66000E-001	-2.99920E-004	11	...........
	847	169.6	8.67125E-001	1.20752E-001	0.00000E+000	8.67000E-001	-3.14146E-004	11	...........
	848	169.8	8.68105E-001	1.20727E-001	0.00000E+000	8.68000E-001	-3.08954E-004	11	...........
	849	170	8.69117E-001	1.20782E-001	0.00000E+000	8.69000E-001	-2.97020E-004	11	...........
	850	170.2	8.70107E-001	1.20796E-001	0.00000E+000	8.70000E-001	-3.03787E-004	11	...........
	851	170.4	8.71133E-001	1.20856E-001	0.00000E+000	8.71000E-001	-3.14846E-004	11	...........
	852	170.6	8.72140E-001	1.20866E-001	0.00000E+000	8.72000E-001	-3.06054E-004	11	...........
	853	170.8	8.73137E-001	1.20811E-001	0.00000E+000	8.73000E-001	-2.95428E-004	11	...........
	854	171	8.74118E-001	1.20877E-001	0.00000E+000	8.74000E-001	-3.02420E-004	11	...........
	855	171.2	8.75132E-001	1.21003E-001	0.00000E+000	8.75000E-001	-3.13412E-004	11	...........
	856	171.4	8.76122E-001	1.20942E-001	0.00000E+000	8.76000E-001	-3.06103E-004	11	...........
	857	171.6	8.77125E-001	1.21068E-001	0.00000E+000	8.77000E-001	-2.96078E-004	11	...........
	858	171.8	8.78126E-001	1.21079E-001	0.00000E+000	8.78000E-001	-3.03945E-004	11	...........
	859	172	8.79117E-001	1.21127E-001	0.00000E+000	8.79000E-001	-3.14912E-004	11	...........
	860	172.2	8.80121E-001	1.21192E-001	0.00000E+000	8.80000E-001	-3.06445E-004	11	...........
	861	172.4	8.81114E-001	1.21286E-001	0.00000E+000	8.81000E-001	-3.01912E-004	11	...........
	862	172.6	8.82104E-001	1.21345E-001	0.00000E+000	8.82000E-001	-3.08037E-004	11	...........
	863	172.8	8.83119E-001	1.21339E-001	0.00000E+000	8.83000E-001	-3.15638E-004	11	...........
	864	173	8.84096E-001	1.21276E-001	0.00000E+000	8.84000E-001	-3.32355E-004	11	...........
	865	173.2	8.85120E-001	1.21386E-001	0.00000E+000	8.85000E-001	-3.05228E-004	11	...........
	866	173.4	8.86111E-001	1.21435E-001	0.00000E+000	8.86000E-001	-3.05362E-004	11	...........
	867	173.6	8.87097E-001	1.21560E-001	0.00000E+000	8.87000E-001	-3.18146E-004	11	...........
	868	173.8	8.88088E-001	1.21568E-001	0.00000E+000	8.88000E-001	-3.11254E-004	11	...........
	869	174	8.89090E-001	1.21572E-001	0.00000E+000	8.89000E-001	-2.98911E-004	11	...........
	870	174.2	8.90061E-001	1.21649E-001	0.00000E+000	8.90000E-001	-2.97386E-004	11	...........
	871	174.4	8.91096E-001	1.21714E-001	0.00000E+000	8.91000E-001	-3.12971E-004	11	...........
	872	174.6	8.92079E-001	1.21726E-001	0.00000E+000	8.92000E-001	-3.09704E-004	11	...........
	873	174.8	8.93082E-001	1.21802E-001	0.00000E+000	8.93000E-001	-2.98220E-004	11	...........
	874	175	8.94077E-001	1.21819E-001	0.00000E+000	8.94000E-001	-3.01245E-004	11	...........
	875	175.2	8.95068E-001	1.21918E-001	0.00000E+000	8.95000E-001	-3.13171E-004	11	...........
	876	175.4	8.96083E-001	1.21879E-001	0.00000E+000	8.96000E-001	-3.07220E-004	11	...........
	877	175.6	8.97100E-001	1.21867E-001	0.00000E+000	8.97000E-001	-2.96211E-004	11	...........
	878	175.8	8.98081E-001	1.21922E-001	0.00000E+000	8.98000E-001	-2.99503E-004	11	...........
	879	176	8.99096E-001	1.21917E-001	0.00000E+000	8.99000E-001	-3.10320E-004	11	...........
	880	176.2	9.00084E-001	1.21952E-001	0.00000E+000	9.00000E-001	-3.11962E-004	11	...........
	881	176.4	9.01086E-001	1.22112E-001	0.00000E+000	9.01000E-001	-2.96953E-004	11	...........
	882	176.6	9.02080E-001	1.22027E-001	0.00000E+000	9.02000E-001	-2.99611E-004	11	...........
	883	176.8	9.03078E-001	1.22151E-001	0.00000E+000	9.03000E-001	-3.16404E-004	11	...........
	884	177	9.04078E-001	1.22153E-001	0.00000E+000	9.04000E-001	-3.09687E-004	11	...........
	885	177.2	9.05071E-001	1.22213E-001	0.00000E+000	9.05000E-001	-3.00020E-004	11	...........
	886	177.4	9.06062E-001	1.22270E-001	0.00000E+000	9.06000E-001	-3.00078E-004	11	...........
	887	177.6	9.07070E-001	1.22293E-001	0.00000E+000	9.07000E-001	-3.15437E-004	11	...........
	888	177.8	9.08061E-001	1.22226E-001	0.00000E+000	9.08000E-001	-3.22488E-004	11	...........
	889	178	9.09070E-001	1.22363E-001	0.00000E+000	9.09000E-001	-3.13604E-004	11	...........
	890	178.2	9.10064E-001	1.22340E-001	0.00000E+000	9.10000E-001	-3.29238E-004	11	...........
	891	178.4	9.11047E-001	1.22440E-001	0.00000E+000	9.11000E-001	-3.28838E-004	11	...........
	892	178.6	9.12053E-001	1.22528E-001	0.00000E+000	9.12000E-001	-3.15754E-004	11	...........
	893	178.8	9.13051E-001	1.22609E-001	0.00000E+000	9.13000E-001	-3.10020E-004	11	...........
	894	179	9.14034E-001	1.22677E-001	0.00000E+000	9.14000E-001	-2.99753E-004	11	...........
	895	179.2	9.15050E-001	1.22631E-001	0.00000E+000	9.15000E-001	-3.13771E-004	11	...........
	896	179.4	9.16030E-001	1.22608E-001	0.00000E+000	9.16000E-001	-3.15712E-004	11	...........
	897	179.6	9.17048E-001	1.22743E-001	0.00000E+000	9.17000E-001	-3.02078E-004	11	...........
	898	179.8	9.18036E-001	1.22839E-001	0.00000E+000	9.18000E-001	-3.01603E-004	11	...........
	899	180	9.19019E-001	1.22867E-001	0.00000E+000	9.19000E-001	-3.13479E-004	11	...........
	900	180.2	9.20031E-001	1.22892E-001	0.00000E+000	9.20000E-001	-3.13996E-004	11	...........
	901	180.4	9.21022E-001	1.22848E-001	0.00000E+000	9.21000E-001	-3.02478E-004	11	...........
	902	180.6	9.22030E-001	1.22838E-001	0.00000E+000	9.22000E-001	-2.95394E-004	11	...........
	903	180.8	9.23055E-001	1.22853E-001	0.00000E+000	9.23000E-001	-3.09795E-004	11	...........
	904	181	9.24035E-001	1.22820E-001	0.00000E+000	9.24000E-001	-3.11754E-004	11	...........
	905	181.2	9.25038E-001	1.22932E-001	0.00000E+000	9.25000E-001	-2.99278E-004	11	...........
	906	181.4	9.26039E-001	1.23004E-001	0.00000E+000	9.26000E-001	-2.97578E-004	11	...........
	907	181.6	9.27026E-001	1.23052E-001	0.00000E+000	9.27000E-001	-3.14412E-004	11	...........
	908	181.8	9.28033E-001	1.23039E-001	0.00000E+000	9.28000E-001	-3.07729E-004	11	...........
	909	182	9.29023E-001	1.23115E-001	0.00000E+000	9.29000E-001	-3.04362E-004	11	...........
	910	182.2	9.30020E-001	1.23198E-001	0.00000E+000	9.30000E-001	-2.94903E-004	11	...........
	911	182.4	9.31028E-001	1.23255E-001	0.00000E+000	9.31000E-001	-3.09229E-004	11	...........
	912	182.6	9.32024E-001	1.23223E-001	0.00000E+000	9.32000E-001	-3.16496E-004	11	...........
	913	182.8	9.33029E-001	1.23378E-001	0.00000E+000	9.33000E-001	-3.07870E-004	11	...........
	914	183	9.34013E-001	1.23262E-001	0.00000E+000	9.34000E-001	-3.07145E-004	11	...........
	915	183.2	9.34986E-001	1.23372E-001	0.00000E+000	9.35000E-001	-3.28855E-004	11	...........
	916	183.4	9.36014E-001	1.23364E-001	0.00000E+000	9.36000E-001	-3.17613E-004	11	...........
	917	183.6	9.37005E-001	1.23432E-001	0.00000E+000	9.37000E-001	-3.05970E-004	11	...........
	918	183.8	9.38001E-001	1.23573E-001	0.00000E+000	9.38000E-001	-2.94353E-004	11	...........
	919	184	9.39011E-001	1.23666E-001	0.00000E+000	9.39000E-001	-3.10862E-004	11	...........
	920	184.2	9.39996E-001	1.23575E-001	0.00000E+000	9.40000E-001	-3.14579E-004	11	...........
	921	184.4	9.41001E-001	1.23658E-001	0.00000E+000	9.41000E-001	-3.03403E-004	11	...........
	922	184.6	9.42004E-001	1.23761E-001	0.00000E+000	9.42000E-001	-2.97028E-004	11	...........
	923	184.8	9.42983E-001	1.23805E-001	0.00000E+000	9.43000E-001	-3.08195E-004	11	...........
	924	185	9.44000E-001	1.23829E-001	0.00000E+000	9.44000E-001	-3.13779E-004	11	...........
	925	185.2	9.44995E-001	1.23870E-001	0.00000E+000	9.45000E-001	-3.04120E-004	11	...........
	926	185.4	9.45989E-001	1.23901E-001	0.00000E+000	9.46000E-001	-2.94444E-004	11	...........
	927	185.6	9.46995E-001	1.23936E-001	0.00000E+000	9.47000E-001	-3.07837E-004	11	...........
	928	185.8	9.48008E-001	1.23891E-001	0.00000E+000	9.48000E-001	-3.15396E-004	11	...........
	929	186	9.49021E-001	1.23962E-001	0.00000E+000	9.49000E-001	-2.99070E-004	11	...........
	930	186.2	9.50012E-001	1.23934E-001	0.00000E+000	9.50000E-001	-2.96411E-004	11	...........
	931	186.4	9.50991E-001	1.24044E-001	0.00000E+000	9.51000E-001	-3.10295E-004	11	...........
	932	186.6	9.52003E-001	1.24069E-001	0.00000E+000	9.52000E-001	-3.12404E-004	11	...........
	933	186.8	9.52993E-001	1.24044E-001	0.00000E+000	9.53000E-001	-3.05237E-004	11	...........
	934	187	9.53990E-001	1.24129E-001	0.00000E+000	9.54000E-001	-2.94886E-004	11	...........
	935	187.2	9.54994E-001	1.24176E-001	0.00000E+000	9.55000E-001	-3.09695E-004	11	...........
	936	187.4	9.55985E-001	1.24084E-001	0.00000E+000	9.56000E-001	-3.15704E-004	11	...........
	937	187.6	9.56984E-001	1.24238E-001	0.00000E+000	9.57000E-001	-3.03445E-004	11	...........
	938	187.8	9.57979E-001	1.24245E-001	0.00000E+000	9.58000E-001	-2.99278E-004	11	...........
	939	188	9.58971E-001	1.24284E-001	0.00000E+000	9.59000E-001	-3.16613E-004	11	...........
	940	188.2	9.59979E-001	1.24244E-001	0.00000E+000	9.60000E-001	-3.17163E-004	11	...........
	941	188.4	9.60960E-001	1.24330E-001	0.00000E+000	9.61000E-001	-3.34772E-004	11	...........
	942	188.6	9.61981E-001	1.24417E-001	0.00000E+000	9.62000E-001	-3.11754E-004	11	...........
	943	188.8	9.62975E-001	1.24533E-001	0.00000E+000	9.63000E-001	-3.14962E-004	11	...........
	944	189	9.63963E-001	1.24505E-001	0.00000E+000	9.64000E-001	-3.21505E-004	11	...........
	945	189.2	9.64973E-001	1.24641E-001	0.00000E+000	9.65000E-001	-3.08887E-004	11	...........
	946	189.4	9.65966E-001	1.24653E-001	0.00000E+000	9.66000E-001	-2.98520E-004	11	...........
	947	189.6	9.66940E-001	1.24712E-001	0.00000E+000	9.67000E-001	-3.08804E-004	11	...........
	948	189.8	9.67964E-001	1.24683E-001	0.00000E+000	9.68000E-001	-3.11796E-004	11	...........
	949	190	9.68951E-001	1.24758E-001	0.00000E+000	9.69000E-001	-3.11196E-004	11	...........
	950	190.2	9.69957E-001	1.24832E-001	0.00000E+000	9.70000E-001	-2.97395E-004	11	...........
	951	190.4	9.70954E-001	1.24805E-001	0.00000E+000	9.71000E-001	-3.12154E-004	11	...........
	952	190.6	9.71941E-001	1.24732E-001	0.00000E+000	9.72000E-001	-3.19146E-004	11	...........
	953	190.8	9.72962E-001	1.24879E-001	0.00000E+000	9.73000E-001	-3.02795E-004	11	...........
	954	191	9.73975E-001	1.24895E-001	0.00000E+000	9.74000E-001	-2.97995E-004	11	...........
	955	191.2	9.74965E-001	1.24957E-001	0.00000E+000	9.75000E-001	-3.11129E-004	11	...........
	956	191.4	9.75969E-001	1.24875E-001	0.00000E+000	9.76000E-001	-3.13987E-004	11	...........
	957	191.6	9.76960E-001	1.24992E-001	0.00000E+000	9.77000E-001	-3.09270E-004	11	...........
	958	191.8	9.77964E-001	1.25009E-001	0.00000E+000	9.78000E-001	-2.97478E-004	11	...........
	959	192	9.78958E-001	1.25063E-001	0.00000E+000	9.79000E-001	-3.07987E-004	11	...........
	960	192.2	9.79964E-001	1.25044E-001	0.00000E+000	9.80000E-001	-3.15563E-004	11	...........
	961	192.4	9.80965E-001	1.25172E-001	0.00000E+000	9.81000E-001	-3.03778E-004	11	...........
	962	192.6	9.81962E-001	1.25257E-001	0.00000E+000	9.82000E-001	-2.97595E-004	11	...........
	963	192.8	9.82945E-001	1.25307E-001	0.00000E+000	9.83000E-001	-3.06712E-004	11	...........
	964	193	9.83957E-001	1.25305E-001	0.00000E+000	9.84000E-001	-3.14837E-004	11	...........
	965	193.2	9.84953E-001	1.25264E-001	0.00000E+000	9.85000E-001	-3.18279E-004	11	...........
	966	193.4	9.85955E-001	1.25336E-001	0.00000E+000	9.86000E-001	-3.13496E-004	11	...........
	967	193.6	9.86954E-001	1.25411E-001	0.00000E+000	9.87000E-001	-3.25221E-004	11	...........
	968	193.8	9.87936E-001	1.25303E-001	0.00000E+000	9.88000E-001	-3.24955E-004	11	...........
	969	194	9.88933E-001	1.25520E-001	0.00000E+000	9.89000E-001	-3.10845E-004	11	...........
	970	194.2	9.89935E-001	1.25557E-001	0.00000E+000	9.90000E-001	-3.00670E-004	11	...........
	971	194.4	9.90898E-001	1.25623E-001	0.00000E+000	9.91000E-001	-3.05212E-004	11	...........
	972	194.6	9.91924E-001	1.25570E-001	0.00000E+000	9.92000E-001	-3.13779E-004	11	...........
	973	194.8	9.92914E-001	1.25666E-001	0.00000E+000	9.93000E-001	-3.09470E-004	11	...........
	974	195	9.93926E-001	1.25714E-001	0.00000E+000	9.94000E-001	-2.95453E-004	11	...........
	975	195.2	9.94918E-001	1.25764E-001	0.00000E+000	9.95000E-001	-3.04737E-004	11	...........
	976	195.4	9.95906E-001	1.25735E-001	0.00000E+000	9.96000E-001	-3.16363E-004	11	...........
	977	195.6	9.96916E-001	1.25911E-001	0.00000E+000	9.97000E-001	-3.09229E-004	11	...........
	978	195.8	9.97918E-001	1.25817E-001	0.00000E+000	9.98000E-001	-2.96653E-004	11	...........
	979	196	9.98916E-001	1.25897E-001	0.00000E+000	9.99000E-001	-3.04953E-004	11	...........
	980	196.2	9.99943E-001	1.25866E-001	0.00000E+000	1.00000E+000	-3.12112E-004	11	...........
	981	196.4	1.00093E+000	1.25855E-001	0.00000E+000	1.00100E+000	-3.08687E-004	11	...........
	982	196.6	1.00193E+000	1.25949E-001	0.00000E+000	1.00200E+000	-2.97303E-004	11	...........
	983	196.8	1.00293E+000	1.26014E-001	0.00000E+000	1.00300E+000	-3.07554E-004	11	...........
	984	197	1.00392E+000	1.25956E-001	0.00000E+000	1.00400E+000	-3.16529E-004	11	...........
	985	197.2	1.00492E+000	1.26058E-001	0.00000E+000	1.00500E+000	-3.06895E-004	11	...........
	986	197.4	1.00592E+000	1.26144E-001	0.00000E+000	1.00600E+000	-2.96403E-004	11	...........
	987	197.6	1.00691E+000	1.26158E-001	0.00000E+000	1.00700E+000	-3.05053E-004	11	...........
	988	197.8	1.00791E+000	1.26204E-001	0.00000E+000	1.00800E+000	-3.12304E-004	11	...........
	989	198	1.00891E+000	1.26269E-001	0.00000E+000	1.00900E+000	-3.16112E-004	11	...........
	990	198.2	1.00991E+000	1.26312E-001	0.00000E+000	1.01000E+000	-3.02545E-004	11	...........
	991	198.4	1.01091E+000	1.26271E-001	0.00000E+000	1.01100E+000	-3.12312E-004	11	...........
	992	198.6	1.01187E+000	1.26295E-001	0.00000E+000	1.01200E+000	-3.33047E-004	11	...........
	993	198.8	1.01289E+000	1.26324E-001	0.00000E+000	1.01300E+000	-3.28547E-004	11	...........
	994	199	1.01389E+000	1.26449E-001	0.00000E+000	1.01400E+000	-3.11746E-004	11	...........
	995	199.2	1.01487E+000	1.26556E-001	0.00000E+000	1.01500E+000	-3.04587E-004	11	...........
	996	199.4	1.01590E+000	1.26615E-001	0.00000E+000	1.01600E+000	-3.14112E-004	11	...........
	997	199.6	1.01688E+000	1.26583E-001	0.00000E+000	1.01700E+000	-3.14562E-004	11	...........
	998	199.8	1.01790E+000	1.26614E-001	0.00000E+000	1.01800E+000	-3.00236E-004	11	...........
	999	200	1.01889E+000	1.26609E-001	0.00000E+000	1.01900E+000	-3.02887E-004	11	...........
	1000	200.2	1.01988E+000	1.26643E-001	0.00000E+000	1.02000E+000	-3.18754E-004	11	...........
	1001	200.4	1.02088E+000	1.26768E-001	0.00000E+000	1.02100E+000	-3.11779E-004	11	...........
	1002	200.6	1.02188E+000	1.26796E-001	0.00000E+000	1.02200E+000	-2.99920E-004	11	...........
	1003	200.8	1.02285E+000	1.26883E-001	0.00000E+000	1.02300E+000	-2.97478E-004	11	...........
	1004	201	1.02389E+000	1.26765E-001	0.00000E+000	1.02400E+000	-3.10979E-004	11	...........
	1005	201.2	1.02488E+000	1.26812E-001	0.00000E+000	1.02500E+000	-3.10812E-004	11	...........
	1006	201.4	1.02589E+000	1.26869E-001	0.00000E+000	1.02600E+000	-2.95919E-004	11	...........
	1007	201.6	1.02688E+000	1.26806E-001	0.00000E+000	1.02700E+000	-3.00595E-004	11	...........
	1008	201.8	1.02787E+000	1.26819E-001	0.00000E+000	1.02800E+000	-3.14779E-004	11	...........
	1009	202	1.02887E+000	1.26969E-001	0.00000E+000	1.02900E+000	-3.07637E-004	11	...........
	1010	202.2	1.02986E+000	1.26977E-001	0.00000E+000	1.03000E+000	-2.97661E-004	11	...........
	1011	202.4	1.03086E+000	1.27106E-001	0.00000E+000	1.03100E+000	-2.97803E-004	11	...........
	1012	202.6	1.03187E+000	1.27075E-001	0.00000E+000	1.03200E+000	-3.11612E-004	11	...........
	1013	202.8	1.03287E+000	1.27141E-001	0.00000E+000	1.03300E+000	-3.12971E-004	11	...........
	1014	203	1.03386E+000	1.27198E-001	0.00000E+000	1.03400E+000	-2.99061E-004	11	...........
